WorkflowId  WorkflowName                                                                                                                                                                                                                                                    StepName                                                                                                                                                                                                                                                        Sequence    SLAHours    AutoApprove IsFinalReceiver DesignationId DesignationName                                                                                                                                                                                                                                                 AssignedUserName
----------- --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- ----------- ----------- ----------- --------------- ------------- --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
1681        testing                                                                                                                                                                                                                                                         Initiator                                                                                                                                                                                                                                                       1           0           0           0               138           IAT Admin                                                                                                                                                                                                                                                       
1681        testing                                                                                                                                                                                                                                                         Approver 1                                                                                                                                                                                                                                                      2           0           0           0               11            Project Architect                                                                                                                                                                                                                                               
1681        testing                                                                                                                                                                                                                                                         Approver 2                                                                                                                                                                                                                                                      3           0           0           0               77            Sales Manager                                                                                                                                                                                                                                                   
1682        gera testing                                                                                                                                                                                                                                                    Initiator                                                                                                                                                                                                                                                       1           0           0           0               73            IT Manager                                                                                                                                                                                                                                                      
1682        gera testing                                                                                                                                                                                                                                                    Approver 1                                                                                                                                                                                                                                                      2           0           0           0               10            IT Assistant Manager                                                                                                                                                                                                                                            
1682        gera testing                                                                                                                                                                                                                                                    Approver 2                                                                                                                                                                                                                                                      3           0           0           0               55            IT HOD                                                                                                                                                                                                                                                          
4042        AdditionalPurchaseofSteelorCementbelow25LacsValueP                                                                                                                                                                                                              Final Receiver                                                                                                                                                                                                                                                  4           NULL        0           1               75            Purchase Manager                                                                                                                                                                                                                                                NULL
4043        AnyDeviationinaProcess                                                                                                                                                                                                                                          Initiator                                                                                                                                                                                                                                                       0           NULL        0           0               75            Purchase Manager                                                                                                                                                                                                                                                NULL
4043        AnyDeviationinaProcess                                                                                                                                                                                                                                          Approver 1                                                                                                                                                                                                                                                      1           NULL        0           0               105           EPC DGM                                                                                                                                                                                                                                                         NULL
4043        AnyDeviationinaProcess                                                                                                                                                                                                                                          Approver 2                                                                                                                                                                                                                                                      2           NULL        0           0               54            EPC HOD                                                                                                                                                                                                                                                         NULL
4043        AnyDeviationinaProcess                                                                                                                                                                                                                                          Approver 3                                                                                                                                                                                                                                                      3           NULL        0           0               42            Corporate GM                                                                                                                                                                                                                                                    NULL
4043        AnyDeviationinaProcess                                                                                                                                                                                                                                          Final Receiver                                                                                                                                                                                                                                                  4           NULL        0           1               75            Purchase Manager                                                                                                                                                                                                                                                NULL
4044        AnyDeviationorAlterationImpactingtheOverallConstru                                                                                                                                                                                                              Initiator                                                                                                                                                                                                                                                       0           NULL        0           0               58            Planning HOD                                                                                                                                                                                                                                                    NULL
4044        AnyDeviationorAlterationImpactingtheOverallConstru                                                                                                                                                                                                              Approver 1                                                                                                                                                                                                                                                      1           NULL        0           0               50            Construction HOD                                                                                                                                                                                                                                                NULL
4044        AnyDeviationorAlterationImpactingtheOverallConstru                                                                                                                                                                                                              Approver 2                                                                                                                                                                                                                                                      2           NULL        0           0               42            Corporate GM                                                                                                                                                                                                                                                    NULL
4044        AnyDeviationorAlterationImpactingtheOverallConstru                                                                                                                                                                                                              Approver 3                                                                                                                                                                                                                                                      3           NULL        0           0               147           PA to CEO                                                                                                                                                                                                                                                       NULL
4044        AnyDeviationorAlterationImpactingtheOverallConstru                                                                                                                                                                                                              Final Receiver                                                                                                                                                                                                                                                  4           NULL        0           1               81            PI                                                                                                                                                                                                                                                              NULL
4045        AnyDeviationtoP1Budget                                                                                                                                                                                                                                          Initiator                                                                                                                                                                                                                                                       0           NULL        0           0               29            PMG Engineer                                                                                                                                                                                                                                                    NULL
4045        AnyDeviationtoP1Budget                                                                                                                                                                                                                                          Approver 1                                                                                                                                                                                                                                                      1           NULL        0           0               57            MEP HOD                                                                                                                                                                                                                                                         NULL
4045        AnyDeviationtoP1Budget                                                                                                                                                                                                                                          Approver 2                                                                                                                                                                                                                                                      2           NULL        0           0               59            PMG HOD                                                                                                                                                                                                                                                         NULL
4045        AnyDeviationtoP1Budget                                                                                                                                                                                                                                          Approver 3                                                                                                                                                                                                                                                      3           NULL        0           0               42            Corporate GM                                                                                                                                                                                                                                                    NULL
4045        AnyDeviationtoP1Budget                                                                                                                                                                                                                                          Final Receiver                                                                                                                                                                                                                                                  4           NULL        0           1               59            PMG HOD                                                                                                                                                                                                                                                         NULL
4046        AnyReworkorDemolitionorRectificationforLine-OutorG                                                                                                                                                                                                              Initiator                                                                                                                                                                                                                                                       0           NULL        0           0               31            Site Engineer                                                                                                                                                                                                                                                   NULL
4046        AnyReworkorDemolitionorRectificationforLine-OutorG                                                                                                                                                                                                              Approver 1                                                                                                                                                                                                                                                      1           NULL        0           0               81            PI                                                                                                                                                                                                                                                              NULL
4046        AnyReworkorDemolitionorRectificationforLine-OutorG                                                                                                                                                                                                              Approver 2                                                                                                                                                                                                                                                      2           NULL        0           0               50            Construction HOD                                                                                                                                                                                                                                                NULL
4046        AnyReworkorDemolitionorRectificationforLine-OutorG                                                                                                                                                                                                              Approver 3                                                                                                                                                                                                                                                      3           NULL        0           0               29            PMG Engineer                                                                                                                                                                                                                                                    NULL
4046        AnyReworkorDemolitionorRectificationforLine-OutorG                                                                                                                                                                                                              Final Receiver                                                                                                                                                                                                                                                  4           NULL        0           1               29            PMG Engineer                                                                                                                                                                                                                                                    NULL
4047        AnySOPMDeviation                                                                                                                                                                                                                                                Initiator                                                                                                                                                                                                                                                       0           NULL        0           0               70            Contracts Manager                                                                                                                                                                                                                                               NULL
4047        AnySOPMDeviation                                                                                                                                                                                                                                                Approver 1                                                                                                                                                                                                                                                      1           NULL        0           0               105           EPC DGM                                                                                                                                                                                                                                                         NULL
4047        AnySOPMDeviation                                                                                                                                                                                                                                                Approver 2                                                                                                                                                                                                                                                      2           NULL        0           0               54            EPC HOD                                                                                                                                                                                                                                                         NULL
4047        AnySOPMDeviation                                                                                                                                                                                                                                                Approver 3                                                                                                                                                                                                                                                      3           NULL        0           0               42            Corporate GM                                                                                                                                                                                                                                                    NULL
4047        AnySOPMDeviation                                                                                                                                                                                                                                                Final Receiver                                                                                                                                                                                                                                                  4           NULL        0           1               70            Contracts Manager                                                                                                                                                                                                                                               NULL
4048        As-builtDrawings                                                                                                                                                                                                                                                Initiator                                                                                                                                                                                                                                                       0           NULL        0           0               31            Site Engineer                                                                                                                                                                                                                                                   NULL
4048        As-builtDrawings                                                                                                                                                                                                                                                Approver 1                                                                                                                                                                                                                                                      1           NULL        0           0               81            PI                                                                                                                                                                                                                                                              NULL
4048        As-builtDrawings                                                                                                                                                                                                                                                Approver 2                                                                                                                                                                                                                                                      2           NULL        0           0               11            Project Architect                                                                                                                                                                                                                                               NULL
4048        As-builtDrawings                                                                                                                                                                                                                                                Approver 3                                                                                                                                                                                                                                                      3           NULL        0           0               53            Design HOD                                                                                                                                                                                                                                                      NULL
4048        As-builtDrawings                                                                                                                                                                                                                                                Final Receiver                                                                                                                                                                                                                                                  4           NULL        0           1               76            Records Manager                                                                                                                                                                                                                                                 NULL
4049        As-builtDrawings-Electrical                                                                                                                                                                                                                                     Initiator                                                                                                                                                                                                                                                       0           NULL        0           0               26            Electrical Engineer                                                                                                                                                                                                                                             NULL
4049        As-builtDrawings-Electrical                                                                                                                                                                                                                                     Approver 1                                                                                                                                                                                                                                                      1           NULL        0           0               81            PI                                                                                                                                                                                                                                                              NULL
4049        As-builtDrawings-Electrical                                                                                                                                                                                                                                     Approver 2                                                                                                                                                                                                                                                      2           NULL        0           0               57            MEP HOD                                                                                                                                                                                                                                                         NULL
4049        As-builtDrawings-Electrical                                                                                                                                                                                                                                     Approver 3                                                                                                                                                                                                                                                      3           NULL        0           0               53            Design HOD                                                                                                                                                                                                                                                      NULL
4049        As-builtDrawings-Electrical                                                                                                                                                                                                                                     Final Receiver                                                                                                                                                                                                                                                  4           NULL        0           1               76            Records Manager                                                                                                                                                                                                                                                 NULL
4050        As-builtDrawings-Mechanical                                                                                                                                                                                                                                     Initiator                                                                                                                                                                                                                                                       0           NULL        0           0               65            Mechanical Engineer                                                                                                                                                                                                                                             NULL
4050        As-builtDrawings-Mechanical                                                                                                                                                                                                                                     Approver 1                                                                                                                                                                                                                                                      1           NULL        0           0               81            PI                                                                                                                                                                                                                                                              NULL
